Age,Department,JobRole,Gender,MonthlyIncome,OverTime,JobSatisfaction,WorkLifeBalance,YearsAtCompany,YearsSinceLastPromotion,RiskScore,Attrition,ML_AttritionProbability,ML_PredictedAttrition,RiskTier,RiskFlags,HRRecommendations,InterventionCount
40,Research & Development,Research Director,Male,13757,No,2,3,9,4,2,No,4.53,No,🟡 MEDIUM,BELOW_AVG_HIKE | STAGNANT_CAREER,📈 Review annual appraisal cycle; ensure hike is at least at industry median. | 🚀 Create an individual development plan (IDP) and fast-track promotion review.,2
28,Sales,Sales Executive,Male,8463,No,1,3,5,1,2,No,7.27,No,🟢 LOW,LOW_JOB_SATISFACTION,💬 Schedule 1-on-1 with manager to identify and resolve dissatisfaction drivers.,1
44,Research & Development,Laboratory Technician,Male,3162,No,3,3,5,0,0,No,2.04,No,🟢 LOW,NONE,No immediate action required.,0
53,Research & Development,Research Director,Male,16598,No,2,2,9,8,3,No,3.18,No,🟢 LOW,STAGNANT_CAREER,🚀 Create an individual development plan (IDP) and fast-track promotion review.,1
49,Research & Development,Healthcare Representative,Male,6651,No,3,2,3,1,0,No,4.28,No,🟡 MEDIUM,POOR_ENVIRONMENT | NO_TRAINING,"🏢 Review team dynamics, physical workspace, and DEI climate surveys. | 📚 Immediately enroll in skill-development programs; assign a learning budget.",2
40,Research & Development,Research Scientist,Male,2345,No,3,4,3,1,1,No,3.73,No,🟢 LOW,LOW_SALARY,💰 Conduct immediate salary benchmarking and adjust compensation to market rate.,1
44,Research & Development,Research Scientist,Male,3420,No,2,2,5,1,2,No,3.17,No,🟢 LOW,NONE,No immediate action required.,0
33,Sales,Sales Executive,Male,4373,No,1,3,4,0,2,No,8.03,No,🟡 MEDIUM,LOW_JOB_SATISFACTION | POOR_RELATIONSHIPS,💬 Schedule 1-on-1 with manager to identify and resolve dissatisfaction drivers. | 🤝 Facilitate team-building activities and peer mentoring programs.,2
34,Sales,Sales Executive,Male,4759,No,1,3,13,3,2,No,7.06,No,🟡 MEDIUM,LOW_JOB_SATISFACTION | LOW_INVOLVEMENT,💬 Schedule 1-on-1 with manager to identify and resolve dissatisfaction drivers. | 🎯 Re-align role responsibilities; consider lateral move to a higher-impact project.,2
30,Sales,Sales Executive,Male,5301,No,3,2,2,2,1,No,7.24,No,🟡 MEDIUM,NEW_HIRE_FLIGHT_RISK | HIGH_JOB_HOPPER,🎓 Strengthen onboarding; assign a buddy/mentor for the first 6 months. | 🔗 Offer retention bonus tied to 2-year tenure milestone.,2
42,Research & Development,Laboratory Technician,Female,3673,No,4,3,12,5,0,No,3.91,No,🟡 MEDIUM,POOR_ENVIRONMENT | STAGNANT_CAREER,"🏢 Review team dynamics, physical workspace, and DEI climate surveys. | 🚀 Create an individual development plan (IDP) and fast-track promotion review.",2
44,Sales,Sales Executive,Female,4768,No,3,2,1,0,1,No,13.45,No,🟡 MEDIUM,POOR_ENVIRONMENT | NEW_HIRE_FLIGHT_RISK | HIGH_JOB_HOPPER,"🏢 Review team dynamics, physical workspace, and DEI climate surveys. | 🎓 Strengthen onboarding; assign a buddy/mentor for the first 6 months. | 🔗 Offer retention bonus tied to 2-year tenure milestone.",3
30,Research & Development,Research Scientist,Male,1274,No,3,2,1,0,2,No,19.05,No,🟡 MEDIUM,LOW_SALARY | NEW_HIRE_FLIGHT_RISK,💰 Conduct immediate salary benchmarking and adjust compensation to market rate. | 🎓 Strengthen onboarding; assign a buddy/mentor for the first 6 months.,2
57,Research & Development,Research Scientist,Male,4900,No,3,2,12,2,0,No,3.78,No,🟢 LOW,POOR_RELATIONSHIPS,🤝 Facilitate team-building activities and peer mentoring programs.,1
49,Research & Development,Healthcare Representative,Male,10466,No,2,3,8,0,2,No,3.28,No,🟢 LOW,NONE,No immediate action required.,0
34,Research & Development,Research Director,Male,17007,No,1,2,14,6,3,No,3.76,No,🟡 MEDIUM,LOW_JOB_SATISFACTION | STAGNANT_CAREER | HIGH_JOB_HOPPER,💬 Schedule 1-on-1 with manager to identify and resolve dissatisfaction drivers. | 🚀 Create an individual development plan (IDP) and fast-track promotion review. | 🔗 Offer retention bonus tied to 2-year tenure milestone.,3
28,Sales,Sales Representative,Male,2909,No,3,4,3,1,1,Yes,86.74,Yes,🔴 CRITICAL,LOW_SALARY | POOR_ENVIRONMENT | ML_HIGH_RISK,"💰 Conduct immediate salary benchmarking and adjust compensation to market rate. | 🏢 Review team dynamics, physical workspace, and DEI climate surveys. | 🚨 AI model flags very high attrition probability — escalate to CHRO.",3
29,Sales,Sales Executive,Female,5765,No,2,1,5,0,4,Yes,89.95,Yes,🔴 CRITICAL,BELOW_AVG_HIKE | POOR_WLB | POOR_ENVIRONMENT | POOR_RELATIONSHIPS | HIGH_JOB_HOPPER | ML_HIGH_RISK,"📈 Review annual appraisal cycle; ensure hike is at least at industry median. | 🏡 Introduce flexible/remote work options and mandatory wellness days. | 🏢 Review team dynamics, physical workspace, and DEI climate surveys. | 🤝 Facilitate team-building activities and peer mentoring programs. | 🔗 Offer retention bonus tied to 2-year tenure milestone. | 🚨 AI model flags very high attrition probability — escalate to CHRO.",6
34,Sales,Sales Executive,Female,4599,Yes,2,4,15,10,5,Yes,87.63,Yes,🔴 CRITICAL,OVERTIME_STRESS | POOR_ENVIRONMENT | STAGNANT_CAREER | ML_HIGH_RISK,"⏱️  Audit workload distribution; enforce overtime caps and offer comp time. | 🏢 Review team dynamics, physical workspace, and DEI climate surveys. | 🚀 Create an individual development plan (IDP) and fast-track promotion review. | 🚨 AI model flags very high attrition probability — escalate to CHRO.",4
35,Sales,Sales Representative,Male,2404,No,3,3,1,0,2,No,13.22,No,🟡 MEDIUM,LOW_SALARY | POOR_RELATIONSHIPS | NEW_HIRE_FLIGHT_RISK,💰 Conduct immediate salary benchmarking and adjust compensation to market rate. | 🤝 Facilitate team-building activities and peer mentoring programs. | 🎓 Strengthen onboarding; assign a buddy/mentor for the first 6 months.,3
24,Research & Development,Laboratory Technician,Male,3172,Yes,1,2,0,0,5,Yes,94.63,Yes,🔴 CRITICAL,BELOW_AVG_HIKE | OVERTIME_STRESS | LOW_JOB_SATISFACTION | NEW_HIRE_FLIGHT_RISK | ML_HIGH_RISK,📈 Review annual appraisal cycle; ensure hike is at least at industry median. | ⏱️  Audit workload distribution; enforce overtime caps and offer comp time. | 💬 Schedule 1-on-1 with manager to identify and resolve dissatisfaction drivers. | 🎓 Strengthen onboarding; assign a buddy/mentor for the first 6 months. | 🚨 AI model flags very high attrition probability — escalate to CHRO.,5
24,Sales,Sales Representative,Female,2033,No,2,3,1,0,4,No,30.96,No,🟡 MEDIUM,LOW_SALARY | NEW_HIRE_FLIGHT_RISK,💰 Conduct immediate salary benchmarking and adjust compensation to market rate. | 🎓 Strengthen onboarding; assign a buddy/mentor for the first 6 months.,2
44,Research & Development,Manufacturing Director,Male,10209,Yes,3,2,2,2,3,No,6.79,No,🟡 MEDIUM,OVERTIME_STRESS | NEW_HIRE_FLIGHT_RISK | HIGH_JOB_HOPPER,⏱️  Audit workload distribution; enforce overtime caps and offer comp time. | 🎓 Strengthen onboarding; assign a buddy/mentor for the first 6 months. | 🔗 Offer retention bonus tied to 2-year tenure milestone.,3
29,Sales,Sales Executive,Male,8620,No,3,3,10,0,0,No,7.32,No,🟢 LOW,NONE,No immediate action required.,0
30,Human Resources,Human Resources,Male,2064,No,3,4,5,1,1,No,8.48,No,🟡 MEDIUM,LOW_SALARY | POOR_RELATIONSHIPS,💰 Conduct immediate salary benchmarking and adjust compensation to market rate. | 🤝 Facilitate team-building activities and peer mentoring programs.,2
55,Research & Development,Healthcare Representative,Male,4035,Yes,3,3,3,1,2,No,7.39,No,🟢 LOW,OVERTIME_STRESS,⏱️  Audit workload distribution; enforce overtime caps and offer comp time.,1
33,Research & Development,Laboratory Technician,Female,3838,No,2,3,5,0,2,No,8.64,No,🟡 MEDIUM,BELOW_AVG_HIKE | POOR_ENVIRONMENT | HIGH_JOB_HOPPER,"📈 Review annual appraisal cycle; ensure hike is at least at industry median. | 🏢 Review team dynamics, physical workspace, and DEI climate surveys. | 🔗 Offer retention bonus tied to 2-year tenure milestone.",3
47,Sales,Sales Executive,Female,4591,Yes,3,2,5,1,2,No,8.13,No,🟢 LOW,OVERTIME_STRESS,⏱️  Audit workload distribution; enforce overtime caps and offer comp time.,1
28,Research & Development,Laboratory Technician,Male,2561,No,1,2,0,0,4,Yes,93.31,Yes,🔴 CRITICAL,LOW_SALARY | BELOW_AVG_HIKE | LOW_JOB_SATISFACTION | NEW_HIRE_FLIGHT_RISK | HIGH_JOB_HOPPER | ML_HIGH_RISK,💰 Conduct immediate salary benchmarking and adjust compensation to market rate. | 📈 Review annual appraisal cycle; ensure hike is at least at industry median. | 💬 Schedule 1-on-1 with manager to identify and resolve dissatisfaction drivers. | 🎓 Strengthen onboarding; assign a buddy/mentor for the first 6 months. | 🔗 Offer retention bonus tied to 2-year tenure milestone. | 🚨 AI model flags very high attrition probability — escalate to CHRO.,6
28,Research & Development,Research Scientist,Male,1563,No,3,1,1,0,4,No,23.37,No,🟠 HIGH,LOW_SALARY | POOR_WLB | POOR_ENVIRONMENT | NEW_HIRE_FLIGHT_RISK,"💰 Conduct immediate salary benchmarking and adjust compensation to market rate. | 🏡 Introduce flexible/remote work options and mandatory wellness days. | 🏢 Review team dynamics, physical workspace, and DEI climate surveys. | 🎓 Strengthen onboarding; assign a buddy/mentor for the first 6 months.",4
28,Sales,Sales Executive,Male,4898,No,1,3,4,1,2,No,5.66,No,🟢 LOW,LOW_JOB_SATISFACTION,💬 Schedule 1-on-1 with manager to identify and resolve dissatisfaction drivers.,1
49,Research & Development,Laboratory Technician,Female,4789,No,1,3,3,1,2,No,5.09,No,🟡 MEDIUM,LOW_JOB_SATISFACTION | POOR_RELATIONSHIPS,💬 Schedule 1-on-1 with manager to identify and resolve dissatisfaction drivers. | 🤝 Facilitate team-building activities and peer mentoring programs.,2
29,Research & Development,Laboratory Technician,Female,3180,No,2,3,3,0,2,No,5.31,No,🟢 LOW,NONE,No immediate action required.,0
28,Research & Development,Manufacturing Director,Male,6549,No,2,2,8,1,2,No,6.99,No,🟢 LOW,LOW_INVOLVEMENT,🎯 Re-align role responsibilities; consider lateral move to a higher-impact project.,1
33,Research & Development,Healthcare Representative,Male,6388,Yes,3,3,0,0,3,No,15.46,No,🟡 MEDIUM,OVERTIME_STRESS | POOR_RELATIONSHIPS | NEW_HIRE_FLIGHT_RISK,⏱️  Audit workload distribution; enforce overtime caps and offer comp time. | 🤝 Facilitate team-building activities and peer mentoring programs. | 🎓 Strengthen onboarding; assign a buddy/mentor for the first 6 months.,3
32,Research & Development,Manager,Male,11244,No,4,4,5,0,0,No,5.82,No,🟢 LOW,NONE,No immediate action required.,0
54,Research & Development,Manager,Female,16032,No,4,3,14,1,0,No,2.79,No,🟢 LOW,POOR_RELATIONSHIPS,🤝 Facilitate team-building activities and peer mentoring programs.,1
29,Research & Development,Research Scientist,Male,2362,No,1,1,9,0,5,Yes,91.55,Yes,🔴 CRITICAL,LOW_SALARY | POOR_WLB | LOW_JOB_SATISFACTION | POOR_ENVIRONMENT | HIGH_JOB_HOPPER | ML_HIGH_RISK,"💰 Conduct immediate salary benchmarking and adjust compensation to market rate. | 🏡 Introduce flexible/remote work options and mandatory wellness days. | 💬 Schedule 1-on-1 with manager to identify and resolve dissatisfaction drivers. | 🏢 Review team dynamics, physical workspace, and DEI climate surveys. | 🔗 Offer retention bonus tied to 2-year tenure milestone. | 🚨 AI model flags very high attrition probability — escalate to CHRO.",6
44,Research & Development,Research Director,Male,16328,No,1,4,20,14,3,No,5.53,No,🟡 MEDIUM,LOW_JOB_SATISFACTION | STAGNANT_CAREER,💬 Schedule 1-on-1 with manager to identify and resolve dissatisfaction drivers. | 🚀 Create an individual development plan (IDP) and fast-track promotion review.,2
39,Research & Development,Manufacturing Director,Female,8376,No,2,3,2,2,3,No,5.92,No,🟢 LOW,NEW_HIRE_FLIGHT_RISK,🎓 Strengthen onboarding; assign a buddy/mentor for the first 6 months.,1
46,Sales,Manager,Female,16606,No,2,4,13,5,2,No,6.73,No,🟡 MEDIUM,STAGNANT_CAREER | HIGH_JOB_HOPPER,🚀 Create an individual development plan (IDP) and fast-track promotion review. | 🔗 Offer retention bonus tied to 2-year tenure milestone.,2
35,Research & Development,Healthcare Representative,Female,8606,No,2,1,11,3,4,No,7.6,No,🟢 LOW,POOR_WLB,🏡 Introduce flexible/remote work options and mandatory wellness days.,1
23,Research & Development,Laboratory Technician,Male,2272,No,3,3,4,1,1,No,6.84,No,🟡 MEDIUM,LOW_SALARY | POOR_ENVIRONMENT,"💰 Conduct immediate salary benchmarking and adjust compensation to market rate. | 🏢 Review team dynamics, physical workspace, and DEI climate surveys.",2
40,Research & Development,Laboratory Technician,Male,2018,No,1,1,5,1,5,Yes,86.8,Yes,🔴 CRITICAL,LOW_SALARY | POOR_WLB | LOW_JOB_SATISFACTION | ML_HIGH_RISK,💰 Conduct immediate salary benchmarking and adjust compensation to market rate. | 🏡 Introduce flexible/remote work options and mandatory wellness days. | 💬 Schedule 1-on-1 with manager to identify and resolve dissatisfaction drivers. | 🚨 AI model flags very high attrition probability — escalate to CHRO.,4
34,Sales,Sales Executive,Male,7083,Yes,3,3,10,8,3,No,8.28,No,🟡 MEDIUM,OVERTIME_STRESS | STAGNANT_CAREER,⏱️  Audit workload distribution; enforce overtime caps and offer comp time. | 🚀 Create an individual development plan (IDP) and fast-track promotion review.,2
31,Research & Development,Research Scientist,Female,4084,No,3,1,7,7,3,Yes,88.08,Yes,🔴 CRITICAL,POOR_WLB | POOR_RELATIONSHIPS | STAGNANT_CAREER | ML_HIGH_RISK,🏡 Introduce flexible/remote work options and mandatory wellness days. | 🤝 Facilitate team-building activities and peer mentoring programs. | 🚀 Create an individual development plan (IDP) and fast-track promotion review. | 🚨 AI model flags very high attrition probability — escalate to CHRO.,4
50,Research & Development,Research Director,Male,14411,Yes,4,3,32,13,3,No,10.23,No,🟡 MEDIUM,OVERTIME_STRESS | STAGNANT_CAREER | LOW_INVOLVEMENT,⏱️  Audit workload distribution; enforce overtime caps and offer comp time. | 🚀 Create an individual development plan (IDP) and fast-track promotion review. | 🎯 Re-align role responsibilities; consider lateral move to a higher-impact project.,3
34,Sales,Sales Representative,Male,2308,Yes,3,3,11,5,3,No,6.49,No,🟡 MEDIUM,LOW_SALARY | OVERTIME_STRESS | STAGNANT_CAREER,💰 Conduct immediate salary benchmarking and adjust compensation to market rate. | ⏱️  Audit workload distribution; enforce overtime caps and offer comp time. | 🚀 Create an individual development plan (IDP) and fast-track promotion review.,3
42,Research & Development,Laboratory Technician,Male,4841,No,2,3,1,0,3,No,7.5,No,🟢 LOW,NEW_HIRE_FLIGHT_RISK,🎓 Strengthen onboarding; assign a buddy/mentor for the first 6 months.,1
37,Research & Development,Research Scientist,Male,4285,No,4,3,10,3,0,No,4.86,No,🟡 MEDIUM,POOR_ENVIRONMENT | POOR_RELATIONSHIPS,"🏢 Review team dynamics, physical workspace, and DEI climate surveys. | 🤝 Facilitate team-building activities and peer mentoring programs.",2
29,Research & Development,Healthcare Representative,Female,9715,No,1,3,7,0,2,No,6.68,No,🟡 MEDIUM,LOW_JOB_SATISFACTION | LOW_INVOLVEMENT,💬 Schedule 1-on-1 with manager to identify and resolve dissatisfaction drivers. | 🎯 Re-align role responsibilities; consider lateral move to a higher-impact project.,2
33,Research & Development,Manufacturing Director,Male,4320,No,2,3,5,0,2,No,7.72,No,🟢 LOW,NONE,No immediate action required.,0
45,Research & Development,Research Scientist,Male,2132,No,4,3,5,0,1,No,3.66,No,🟢 LOW,LOW_SALARY,💰 Conduct immediate salary benchmarking and adjust compensation to market rate.,1
42,Research & Development,Healthcare Representative,Male,10124,Yes,4,1,20,13,5,No,6.9,No,🟡 MEDIUM,OVERTIME_STRESS | POOR_WLB | STAGNANT_CAREER,⏱️  Audit workload distribution; enforce overtime caps and offer comp time. | 🏡 Introduce flexible/remote work options and mandatory wellness days. | 🚀 Create an individual development plan (IDP) and fast-track promotion review.,3
40,Sales,Sales Executive,Male,5473,No,1,4,8,7,3,No,9.06,No,🟡 MEDIUM,LOW_JOB_SATISFACTION | POOR_ENVIRONMENT | STAGNANT_CAREER,"💬 Schedule 1-on-1 with manager to identify and resolve dissatisfaction drivers. | 🏢 Review team dynamics, physical workspace, and DEI climate surveys. | 🚀 Create an individual development plan (IDP) and fast-track promotion review.",3
33,Research & Development,Laboratory Technician,Male,5207,Yes,3,3,15,5,2,No,5.34,No,🟡 MEDIUM,OVERTIME_STRESS | STAGNANT_CAREER,⏱️  Audit workload distribution; enforce overtime caps and offer comp time. | 🚀 Create an individual development plan (IDP) and fast-track promotion review.,2
40,Human Resources,Manager,Male,16437,Yes,4,3,21,7,3,No,5.06,No,🟡 MEDIUM,OVERTIME_STRESS | STAGNANT_CAREER,⏱️  Audit workload distribution; enforce overtime caps and offer comp time. | 🚀 Create an individual development plan (IDP) and fast-track promotion review.,2
24,Research & Development,Laboratory Technician,Male,2296,No,1,3,1,0,4,No,28.43,No,🟡 MEDIUM,LOW_SALARY | LOW_JOB_SATISFACTION | NEW_HIRE_FLIGHT_RISK,💰 Conduct immediate salary benchmarking and adjust compensation to market rate. | 💬 Schedule 1-on-1 with manager to identify and resolve dissatisfaction drivers. | 🎓 Strengthen onboarding; assign a buddy/mentor for the first 6 months.,3
40,Research & Development,Healthcare Representative,Male,4069,Yes,4,3,2,2,3,No,7.86,No,🟡 MEDIUM,OVERTIME_STRESS | NEW_HIRE_FLIGHT_RISK,⏱️  Audit workload distribution; enforce overtime caps and offer comp time. | 🎓 Strengthen onboarding; assign a buddy/mentor for the first 6 months.,2
45,Research & Development,Healthcare Representative,Male,7441,No,2,3,10,7,3,No,6.21,No,🟡 MEDIUM,POOR_ENVIRONMENT | POOR_RELATIONSHIPS | STAGNANT_CAREER,"🏢 Review team dynamics, physical workspace, and DEI climate surveys. | 🤝 Facilitate team-building activities and peer mentoring programs. | 🚀 Create an individual development plan (IDP) and fast-track promotion review.",3
35,Sales,Sales Representative,Female,2430,No,3,3,5,4,1,No,7.88,No,🟡 MEDIUM,LOW_SALARY | POOR_RELATIONSHIPS | STAGNANT_CAREER,💰 Conduct immediate salary benchmarking and adjust compensation to market rate. | 🤝 Facilitate team-building activities and peer mentoring programs. | 🚀 Create an individual development plan (IDP) and fast-track promotion review.,3
32,Research & Development,Research Scientist,Female,5878,No,2,3,7,2,2,No,4.25,No,🟢 LOW,POOR_RELATIONSHIPS,🤝 Facilitate team-building activities and peer mentoring programs.,1
36,Sales,Sales Representative,Male,2644,Yes,4,2,3,1,3,No,9.78,No,🟡 MEDIUM,LOW_SALARY | OVERTIME_STRESS,💰 Conduct immediate salary benchmarking and adjust compensation to market rate. | ⏱️  Audit workload distribution; enforce overtime caps and offer comp time.,2
48,Sales,Sales Executive,Female,6439,No,3,3,8,7,1,No,6.02,No,🟡 MEDIUM,STAGNANT_CAREER | HIGH_JOB_HOPPER,🚀 Create an individual development plan (IDP) and fast-track promotion review. | 🔗 Offer retention bonus tied to 2-year tenure milestone.,2
29,Research & Development,Research Scientist,Male,2451,No,3,2,1,0,2,No,11.14,No,🟠 HIGH,LOW_SALARY | POOR_RELATIONSHIPS | NEW_HIRE_FLIGHT_RISK | HIGH_JOB_HOPPER,💰 Conduct immediate salary benchmarking and adjust compensation to market rate. | 🤝 Facilitate team-building activities and peer mentoring programs. | 🎓 Strengthen onboarding; assign a buddy/mentor for the first 6 months. | 🔗 Offer retention bonus tied to 2-year tenure milestone.,4
33,Sales,Sales Executive,Male,6392,No,1,1,2,2,5,No,10.39,No,🟠 HIGH,POOR_WLB | LOW_JOB_SATISFACTION | POOR_ENVIRONMENT | NEW_HIRE_FLIGHT_RISK,"🏡 Introduce flexible/remote work options and mandatory wellness days. | 💬 Schedule 1-on-1 with manager to identify and resolve dissatisfaction drivers. | 🏢 Review team dynamics, physical workspace, and DEI climate surveys. | 🎓 Strengthen onboarding; assign a buddy/mentor for the first 6 months.",4
30,Sales,Sales Executive,Male,9714,No,1,3,10,6,3,Yes,70.57,Yes,🔴 CRITICAL,BELOW_AVG_HIKE | LOW_JOB_SATISFACTION | STAGNANT_CAREER | ML_HIGH_RISK,📈 Review annual appraisal cycle; ensure hike is at least at industry median. | 💬 Schedule 1-on-1 with manager to identify and resolve dissatisfaction drivers. | 🚀 Create an individual development plan (IDP) and fast-track promotion review. | 🚨 AI model flags very high attrition probability — escalate to CHRO.,4
38,Human Resources,Human Resources,Male,6077,No,3,3,6,1,0,No,1.72,No,🟢 LOW,BELOW_AVG_HIKE,📈 Review annual appraisal cycle; ensure hike is at least at industry median.,1
35,Research & Development,Laboratory Technician,Male,2450,No,1,3,3,1,3,No,4.95,No,🟡 MEDIUM,LOW_SALARY | LOW_JOB_SATISFACTION,💰 Conduct immediate salary benchmarking and adjust compensation to market rate. | 💬 Schedule 1-on-1 with manager to identify and resolve dissatisfaction drivers.,2
30,Sales,Sales Executive,Male,9250,No,2,3,4,1,2,No,8.4,No,🟢 LOW,NONE,No immediate action required.,0
35,Research & Development,Laboratory Technician,Female,2074,Yes,1,3,1,0,6,Yes,89.7,Yes,🔴 CRITICAL,LOW_SALARY | OVERTIME_STRESS | LOW_JOB_SATISFACTION | POOR_ENVIRONMENT | NEW_HIRE_FLIGHT_RISK | ML_HIGH_RISK,"💰 Conduct immediate salary benchmarking and adjust compensation to market rate. | ⏱️  Audit workload distribution; enforce overtime caps and offer comp time. | 💬 Schedule 1-on-1 with manager to identify and resolve dissatisfaction drivers. | 🏢 Review team dynamics, physical workspace, and DEI climate surveys. | 🎓 Strengthen onboarding; assign a buddy/mentor for the first 6 months. | 🚨 AI model flags very high attrition probability — escalate to CHRO.",6
53,Research & Development,Manufacturing Director,Female,10169,No,4,3,33,1,0,Yes,55.74,Yes,🟠 HIGH,ML_MEDIUM_RISK,⚠️  AI model flags moderate attrition probability — place on HR watch list.,1
38,Research & Development,Manufacturing Director,Male,4855,No,2,3,5,1,2,Yes,80.92,Yes,🔴 CRITICAL,BELOW_AVG_HIKE | POOR_RELATIONSHIPS | ML_HIGH_RISK,📈 Review annual appraisal cycle; ensure hike is at least at industry median. | 🤝 Facilitate team-building activities and peer mentoring programs. | 🚨 AI model flags very high attrition probability — escalate to CHRO.,3
32,Research & Development,Research Scientist,Male,4087,No,1,2,6,1,2,No,1.47,No,🟢 LOW,LOW_JOB_SATISFACTION,💬 Schedule 1-on-1 with manager to identify and resolve dissatisfaction drivers.,1
48,Research & Development,Research Scientist,Female,2367,No,1,2,8,7,4,No,6.71,No,🟠 HIGH,LOW_SALARY | LOW_JOB_SATISFACTION | STAGNANT_CAREER | HIGH_JOB_HOPPER,💰 Conduct immediate salary benchmarking and adjust compensation to market rate. | 💬 Schedule 1-on-1 with manager to identify and resolve dissatisfaction drivers. | 🚀 Create an individual development plan (IDP) and fast-track promotion review. | 🔗 Offer retention bonus tied to 2-year tenure milestone.,4
34,Research & Development,Research Scientist,Male,2972,No,4,1,1,0,4,No,21.87,No,🟠 HIGH,LOW_SALARY | POOR_WLB | POOR_ENVIRONMENT | NEW_HIRE_FLIGHT_RISK,"💰 Conduct immediate salary benchmarking and adjust compensation to market rate. | 🏡 Introduce flexible/remote work options and mandatory wellness days. | 🏢 Review team dynamics, physical workspace, and DEI climate surveys. | 🎓 Strengthen onboarding; assign a buddy/mentor for the first 6 months.",4
55,Sales,Manager,Male,19586,No,4,3,36,2,0,No,8.02,No,🟢 LOW,NONE,No immediate action required.,0
34,Research & Development,Research Scientist,Male,5484,No,4,2,2,2,1,No,2.87,No,🟡 MEDIUM,NEW_HIRE_FLIGHT_RISK | HIGH_JOB_HOPPER,🎓 Strengthen onboarding; assign a buddy/mentor for the first 6 months. | 🔗 Offer retention bonus tied to 2-year tenure milestone.,2
26,Research & Development,Research Scientist,Female,2061,No,4,3,1,0,2,No,20.87,No,🟠 HIGH,LOW_SALARY | POOR_ENVIRONMENT | POOR_RELATIONSHIPS | NEW_HIRE_FLIGHT_RISK,"💰 Conduct immediate salary benchmarking and adjust compensation to market rate. | 🏢 Review team dynamics, physical workspace, and DEI climate surveys. | 🤝 Facilitate team-building activities and peer mentoring programs. | 🎓 Strengthen onboarding; assign a buddy/mentor for the first 6 months.",4
38,Sales,Sales Executive,Male,9924,No,2,3,9,7,3,No,3.99,No,🟡 MEDIUM,BELOW_AVG_HIKE | STAGNANT_CAREER,📈 Review annual appraisal cycle; ensure hike is at least at industry median. | 🚀 Create an individual development plan (IDP) and fast-track promotion review.,2
38,Sales,Sales Executive,Female,4198,No,2,4,3,1,2,No,7.22,No,🟢 LOW,NONE,No immediate action required.,0
36,Sales,Sales Executive,Female,6815,No,3,3,1,0,1,No,7.32,No,🟡 MEDIUM,POOR_RELATIONSHIPS | NEW_HIRE_FLIGHT_RISK | HIGH_JOB_HOPPER,🤝 Facilitate team-building activities and peer mentoring programs. | 🎓 Strengthen onboarding; assign a buddy/mentor for the first 6 months. | 🔗 Offer retention bonus tied to 2-year tenure milestone.,3
29,Research & Development,Laboratory Technician,Male,4723,Yes,1,3,10,1,4,No,10.09,No,🟡 MEDIUM,OVERTIME_STRESS | LOW_JOB_SATISFACTION,⏱️  Audit workload distribution; enforce overtime caps and offer comp time. | 💬 Schedule 1-on-1 with manager to identify and resolve dissatisfaction drivers.,2
35,Research & Development,Healthcare Representative,Female,6142,Yes,3,3,5,0,2,No,8.72,No,🟡 MEDIUM,OVERTIME_STRESS | POOR_ENVIRONMENT,"⏱️  Audit workload distribution; enforce overtime caps and offer comp time. | 🏢 Review team dynamics, physical workspace, and DEI climate surveys.",2
39,Sales,Sales Executive,Male,8237,No,3,3,7,7,1,No,8.86,No,🟡 MEDIUM,BELOW_AVG_HIKE | POOR_RELATIONSHIPS | STAGNANT_CAREER,📈 Review annual appraisal cycle; ensure hike is at least at industry median. | 🤝 Facilitate team-building activities and peer mentoring programs. | 🚀 Create an individual development plan (IDP) and fast-track promotion review.,3
29,Research & Development,Healthcare Representative,Male,8853,No,4,4,6,1,0,No,6.21,No,🟡 MEDIUM,POOR_ENVIRONMENT | NO_TRAINING,"🏢 Review team dynamics, physical workspace, and DEI climate surveys. | 📚 Immediately enroll in skill-development programs; assign a learning budget.",2
50,Sales,Manager,Male,19331,Yes,3,3,1,0,3,No,9.04,No,🟡 MEDIUM,OVERTIME_STRESS | NEW_HIRE_FLIGHT_RISK,⏱️  Audit workload distribution; enforce overtime caps and offer comp time. | 🎓 Strengthen onboarding; assign a buddy/mentor for the first 6 months.,2
23,Research & Development,Research Scientist,Male,2073,No,3,3,2,2,2,No,7.84,No,🟡 MEDIUM,LOW_SALARY | NEW_HIRE_FLIGHT_RISK,💰 Conduct immediate salary benchmarking and adjust compensation to market rate. | 🎓 Strengthen onboarding; assign a buddy/mentor for the first 6 months.,2
36,Research & Development,Laboratory Technician,Male,5562,Yes,1,3,3,0,4,No,6.01,No,🟡 MEDIUM,OVERTIME_STRESS | LOW_JOB_SATISFACTION | POOR_ENVIRONMENT,"⏱️  Audit workload distribution; enforce overtime caps and offer comp time. | 💬 Schedule 1-on-1 with manager to identify and resolve dissatisfaction drivers. | 🏢 Review team dynamics, physical workspace, and DEI climate surveys.",3
42,Research & Development,Manager,Male,19613,No,4,3,1,0,1,No,5.21,No,🟡 MEDIUM,NEW_HIRE_FLIGHT_RISK | HIGH_JOB_HOPPER,🎓 Strengthen onboarding; assign a buddy/mentor for the first 6 months. | 🔗 Offer retention bonus tied to 2-year tenure milestone.,2
35,Research & Development,Laboratory Technician,Male,3407,No,3,2,10,6,1,No,5.8,No,🟢 LOW,STAGNANT_CAREER,🚀 Create an individual development plan (IDP) and fast-track promotion review.,1
